,population,female,male,total_deaths,total_cases,clusters,cluster
2229,30431,13850,16581,133.0,9680.0,0,pink
2230,335553,168220,167333,850.0,88101.0,0,pink
2231,11215,5532,5683,39.0,3408.0,0,pink
2232,798647,402994,395653,1485.0,170836.0,1,purple
2233,81427,41864,39563,169.0,20478.0,0,pink
2234,1605,734,871,6.0,399.0,0,pink
2235,26076,12937,13139,80.0,5033.0,0,pink
2236,76898,36788,40110,252.0,26393.0,0,pink
2237,26028,13117,12911,96.0,5831.0,0,pink
2238,6924,3522,3402,23.0,1571.0,0,pink
2239,25866,12948,12918,78.0,6691.0,0,pink
2240,581821,294299,287522,785.0,122080.0,1,purple
2241,1426,698,728,3.0,313.0,0,pink
2242,103820,51926,51894,270.0,22820.0,0,pink
2243,102023,51799,50224,430.0,31506.0,0,pink
2244,1225561,633931,591630,3821.0,338912.0,1,purple
2245,66331,33328,33003,389.0,18320.0,0,pink
2246,166896,85947,80949,862.0,48948.0,0,pink
2247,48611,24411,24200,290.0,12814.0,0,pink
2248,416642,211759,204883,1773.0,126585.0,1,purple
2249,123842,63223,60619,686.0,35047.0,0,pink
2250,61304,31098,30206,236.0,20652.0,0,pink
2251,626370,318987,307383,2172.0,156557.0,1,purple
2252,186566,94265,92301,836.0,54981.0,0,pink
2253,134550,68370,66180,817.0,43282.0,0,pink
2254,4686,2317,2369,25.0,1023.0,0,pink
2255,63931,32148,31783,346.0,20133.0,0,pink
2256,161443,76471,84972,402.0,44047.0,0,pink
2257,517156,262410,254746,1333.0,117858.0,1,purple
2258,38827,19865,18962,225.0,9901.0,0,pink
2259,80216,38311,41905,401.0,24329.0,0,pink
2260,39074,19796,19278,143.0,11108.0,0,pink
2261,66220,34310,31910,285.0,19644.0,0,pink
2262,86164,43970,42194,363.0,24724.0,0,pink
2263,247433,125112,122321,981.0,62836.0,0,pink
2264,274515,141651,132864,1083.0,72464.0,0,pink
2265,563527,292471,271056,2120.0,141796.0,1,purple
2266,30608,15185,15423,122.0,8585.0,0,pink
2267,275972,139716,136256,899.0,71822.0,0,pink
2268,132289,66962,65327,755.0,38869.0,0,pink
2269,7351,1544,5807,36.0,2532.0,0,pink
2270,153751,78248,75503,810.0,51431.0,0,pink
2271,14506,7146,7360,73.0,5056.0,0,pink
2272,37144,17840,19304,120.0,10705.0,0,pink
2273,45421,21369,24052,283.0,13849.0,0,pink
2274,85755,42920,42835,398.0,21809.0,0,pink
2275,44084,22197,21887,265.0,11192.0,0,pink
2276,24562,12324,12238,192.0,5721.0,0,pink
2277,211454,108974,102480,929.0,58828.0,0,pink
2278,538347,274667,263680,2121.0,150673.0,1,purple
2279,87382,45061,42321,466.0,23102.0,0,pink
2280,138674,70675,67999,576.0,45456.0,0,pink
2281,362613,185562,177051,1389.0,111488.0,0,pink
2282,317884,160912,156972,1585.0,94445.0,0,pink
2283,114859,58402,56457,595.0,34822.0,0,pink
2284,41806,20275,21531,174.0,9770.0,0,pink
2285,112630,57084,55546,542.0,28293.0,0,pink
2286,46362,23618,22744,305.0,15103.0,0,pink
2287,167586,84691,82895,599.0,48045.0,0,pink
2288,821301,421943,399358,2723.0,200042.0,1,purple
2289,18294,9448,8846,99.0,5963.0,0,pink
2290,301778,153412,148366,1275.0,99956.0,0,pink
2291,92325,45780,46545,593.0,28570.0,0,pink
2292,45924,22740,23184,200.0,10404.0,0,pink
2293,1575522,829979,745543,5546.0,393032.0,1,purple
2294,55498,27426,28072,119.0,13366.0,0,pink
2295,16937,8462,8475,103.0,3865.0,0,pink
2296,143555,70222,73333,762.0,42453.0,0,pink
2297,40466,20403,20063,170.0,9711.0,0,pink
2298,74949,35911,39038,447.0,22224.0,0,pink
2299,6177,2924,3253,38.0,1383.0,0,pink
2300,41340,20546,20794,138.0,10060.0,0,pink
2301,41226,20710,20516,222.0,10145.0,0,pink
2302,45114,20312,24802,159.0,13542.0,0,pink
2303,52376,26534,25842,272.0,13754.0,0,pink
2304,40035,20022,20013,243.0,9682.0,0,pink
2305,207547,105838,101709,734.0,63434.0,0,pink
2306,51536,24258,27278,207.0,13290.0,0,pink
2307,354751,181500,173251,1547.0,98850.0,0,pink
2308,27588,13701,13887,123.0,6530.0,0,pink
2309,444014,224599,219415,1668.0,147359.0,1,purple
2310,48900,25330,23570,194.0,17740.0,0,pink
2311,163861,84642,79219,567.0,64063.0,0,pink
2312,83075,42127,40948,114.0,26336.0,0,pink
2313,634533,326048,308485,2719.0,277243.0,1,purple
2314,126242,65132,61110,282.0,42888.0,0,pink
2315,24657,12691,11966,82.0,7842.0,0,pink
2316,166926,86162,80764,466.0,52305.0,0,pink
2317,9214,4301,4913,25.0,2454.0,0,pink
2318,195995,101430,94565,1112.0,69690.0,0,pink
2319,14600,7487,7113,81.0,4302.0,0,pink
2320,21577,11277,10300,109.0,6817.0,0,pink
2321,182658,92679,89979,438.0,54070.0,0,pink
2322,209065,105076,103989,503.0,66246.0,0,pink
2323,14713,7700,7013,64.0,3668.0,0,pink
2324,394708,203517,191191,1052.0,138166.0,0,pink
2325,56711,29182,27529,338.0,18463.0,0,pink
2326,32326,16579,15747,164.0,12705.0,0,pink
2327,46024,23382,22642,215.0,14899.0,0,pink
2328,34017,17277,16740,176.0,10814.0,0,pink
2329,37568,19610,17958,234.0,11423.0,0,pink
2330,67253,35560,31693,349.0,22308.0,0,pink
2331,30871,16304,14567,158.0,11759.0,0,pink
2332,155474,79839,75635,565.0,70420.0,0,pink
2333,26769,12406,14363,81.0,8407.0,0,pink
2334,22712,11858,10854,118.0,7670.0,0,pink
2335,138561,73962,64599,701.0,50454.0,0,pink
2336,61605,32472,29133,251.0,19771.0,0,pink
2337,498402,256549,241853,2154.0,206337.0,1,purple
2338,70264,37711,32553,335.0,26826.0,0,pink
2339,19807,9560,10247,100.0,6078.0,0,pink
2340,320915,165815,155100,1281.0,120607.0,0,pink
2341,27900,13830,14070,103.0,7297.0,0,pink
2342,64361,33100,31261,288.0,27899.0,0,pink
2343,89546,45954,43592,312.0,31513.0,0,pink
2344,66710,34255,32455,327.0,23038.0,0,pink
2345,17606,8442,9164,103.0,5163.0,0,pink
2346,286316,146821,139495,986.0,123579.0,0,pink
2347,31562,16907,14655,172.0,10690.0,0,pink
2348,27131,12895,14236,120.0,9935.0,0,pink
2349,9606,4272,5334,43.0,2761.0,0,pink
2350,38068,19532,18536,228.0,16482.0,0,pink
2351,76696,38895,37801,398.0,29023.0,0,pink
2352,88454,46930,41524,461.0,29657.0,0,pink
2353,122746,61556,61190,692.0,54553.0,0,pink
2354,408263,210428,197835,1051.0,160146.0,1,purple
2355,20299,10099,10200,89.0,4726.0,0,pink
2356,302195,155660,146535,1677.0,116768.0,0,pink
2357,106995,55521,51474,443.0,35569.0,0,pink
2358,27644,14416,13228,173.0,9928.0,0,pink
2359,31794,16487,15307,161.0,10397.0,0,pink
2360,258641,133813,124828,760.0,95472.0,0,pink
2361,2759,1311,1448,19.0,930.0,0,pink
2362,18374,8914,9460,64.0,5578.0,0,pink
2363,3437,1817,1620,17.0,957.0,0,pink
2364,6969,2898,4071,43.0,2601.0,0,pink
2365,34239,16701,17538,66.0,9461.0,0,pink
2366,38840,19780,19060,135.0,12109.0,0,pink
2367,5256,2658,2598,29.0,1689.0,0,pink
2368,2053,1035,1018,18.0,713.0,0,pink
2369,10177,5094,5083,49.0,3252.0,0,pink
2370,1435,682,753,7.0,313.0,0,pink
2371,9344,4651,4693,39.0,3629.0,0,pink
2372,3673,1797,1876,13.0,973.0,0,pink
2373,13925,7046,6879,30.0,3962.0,0,pink
2374,27993,13913,14080,108.0,10570.0,0,pink
2375,4168,2055,2113,19.0,1206.0,0,pink
2376,8573,4287,4286,28.0,2487.0,0,pink
2377,19901,9938,9963,90.0,7055.0,0,pink
2378,5506,2649,2857,40.0,1529.0,0,pink
2379,4306,2051,2255,12.0,1201.0,0,pink
2380,5779,2910,2869,46.0,3458.0,0,pink
2381,2930,1513,1417,16.0,827.0,0,pink
2382,3940,1932,2008,17.0,1079.0,0,pink
2383,6774,3370,3404,44.0,2478.0,0,pink
2384,2322,1157,1165,17.0,720.0,0,pink
2385,7217,3461,3756,53.0,2414.0,0,pink
2386,4201,2057,2144,34.0,1228.0,0,pink
2387,2082,1070,1012,12.0,533.0,0,pink
2388,6000,2909,3091,42.0,1779.0,0,pink
2389,3301,1627,1674,13.0,686.0,0,pink
2390,3397,1688,1709,6.0,742.0,0,pink
2391,1311,616,695,3.0,232.0,0,pink
2392,17617,9007,8610,65.0,5093.0,0,pink
2393,7315,3710,3605,40.0,2032.0,0,pink
2394,1331,665,666,9.0,370.0,0,pink
2395,3287,1676,1611,21.0,747.0,0,pink
2396,2029,1033,996,20.0,493.0,0,pink
2397,735,371,364,3.0,198.0,0,pink
2398,4967,2430,2537,27.0,1568.0,0,pink
2399,12574,6005,6569,30.0,2642.0,0,pink
2400,25234,12639,12595,89.0,7762.0,0,pink
2401,54914,27762,27152,115.0,17427.0,0,pink
2402,3869,1852,2017,14.0,1439.0,0,pink
2403,4895,2368,2527,15.0,956.0,0,pink
2404,5511,2740,2771,32.0,1507.0,0,pink
2405,2364,1172,1192,16.0,538.0,0,pink
2406,27424,13075,14349,69.0,8356.0,0,pink
2407,2055,1029,1026,8.0,670.0,0,pink
2408,2229,1077,1152,15.0,540.0,0,pink
2409,186749,92664,94085,565.0,64964.0,0,pink
2410,6506,3204,3302,29.0,1694.0,0,pink
2411,14335,7346,6989,64.0,4990.0,0,pink
2412,109294,54304,54990,380.0,38734.0,0,pink
2413,2907,1433,1474,19.0,819.0,0,pink
2414,2326,1147,1179,10.0,817.0,0,pink
2415,10285,4995,5290,56.0,2847.0,0,pink
2416,2388,1155,1233,8.0,681.0,0,pink
2417,6543,3263,3280,39.0,1703.0,0,pink
2418,2997,1448,1549,9.0,744.0,0,pink
2419,1331,633,698,3.0,272.0,0,pink
2420,10146,5167,4979,56.0,3884.0,0,pink
2421,5468,2749,2719,29.0,1710.0,0,pink
2422,8264,4126,4138,67.0,2285.0,0,pink
2423,15177,7484,7693,55.0,4376.0,0,pink
2424,5510,2784,2726,29.0,1506.0,0,pink
2425,22717,11012,11705,66.0,6969.0,0,pink
2426,2814,1416,1398,11.0,736.0,0,pink
2427,75775,38871,36904,400.0,27838.0,0,pink
2428,47558,24149,23409,256.0,18099.0,0,pink
2429,16112,8225,7887,105.0,5647.0,0,pink
2430,14602,6085,8517,64.0,5397.0,0,pink
2431,128443,66153,62290,553.0,49182.0,0,pink
2432,104557,53652,50905,464.0,39050.0,0,pink
2433,39687,20381,19306,190.0,15863.0,0,pink
2434,13976,7077,6899,76.0,5185.0,0,pink
2435,28018,14326,13692,180.0,11612.0,0,pink
2436,56391,28773,27618,381.0,21469.0,0,pink
2437,39929,20112,19817,146.0,13150.0,0,pink
2438,17150,8943,8207,104.0,7106.0,0,pink
2439,31613,16252,15361,218.0,11205.0,0,pink
2440,7686,3915,3771,63.0,2654.0,0,pink
2441,35336,18231,17105,245.0,14746.0,0,pink
2442,54531,27891,26640,302.0,20927.0,0,pink
2443,14499,7592,6907,100.0,6491.0,0,pink
2444,58634,29888,28746,350.0,19480.0,0,pink
2445,684017,354069,329948,1898.0,234737.0,1,purple
2446,19601,9851,9750,117.0,7743.0,0,pink
2447,11683,5895,5788,76.0,4562.0,0,pink
2448,51988,26530,25458,273.0,20117.0,0,pink
2449,37576,19419,18157,234.0,15687.0,0,pink
2450,39692,20182,19510,232.0,14208.0,0,pink
2451,17994,9101,8893,145.0,7050.0,0,pink
2452,41512,21098,20414,206.0,16091.0,0,pink
2453,49175,25487,23688,303.0,21831.0,0,pink
2454,29167,14921,14246,219.0,11494.0,0,pink
2455,23013,11548,11465,128.0,8257.0,0,pink
2456,68669,35119,33550,418.0,27875.0,0,pink
2457,13331,6760,6571,83.0,4624.0,0,pink
2458,63740,32599,31141,395.0,24566.0,0,pink
2459,357546,185099,172447,1303.0,121521.0,0,pink
2460,6585,3292,3293,44.0,2628.0,0,pink
2461,25562,11474,14088,150.0,9510.0,0,pink
2462,25771,13165,12606,175.0,10850.0,0,pink
2463,56402,28820,27582,377.0,21599.0,0,pink
2464,17779,9533,8246,109.0,8024.0,0,pink
2465,27859,14413,13446,190.0,11099.0,0,pink
2466,32279,16725,15554,185.0,10173.0,0,pink
2467,24678,11768,12910,125.0,8513.0,0,pink
2468,8176,4110,4066,66.0,3053.0,0,pink
2469,18318,9305,9013,87.0,6123.0,0,pink
2470,11615,5789,5826,72.0,3887.0,0,pink
2471,53247,27148,26099,314.0,19691.0,0,pink
2472,17789,8107,9682,111.0,6086.0,0,pink
2473,456185,234518,221667,1632.0,159010.0,1,purple
2474,7526,2884,4642,50.0,3175.0,0,pink
2475,26297,12792,13505,120.0,9391.0,0,pink
2476,42937,21849,21088,233.0,16942.0,0,pink
2477,11956,6221,5735,68.0,4156.0,0,pink
2478,33711,17091,16620,190.0,11767.0,0,pink
2479,51610,26376,25234,236.0,18722.0,0,pink
2480,23487,11943,11544,163.0,10353.0,0,pink
2481,97682,51545,46137,498.0,39525.0,0,pink
2482,28417,14585,13832,145.0,11057.0,0,pink
2483,32269,16392,15877,138.0,12702.0,0,pink
2484,89776,46665,43111,394.0,34959.0,0,pink
2485,52773,27236,25537,287.0,19964.0,0,pink
2486,25903,13218,12685,149.0,9542.0,0,pink
2487,11962,6025,5937,67.0,4158.0,0,pink
2488,45876,23175,22701,283.0,18198.0,0,pink
2489,196387,98264,98123,646.0,63290.0,0,pink
2490,6322,3221,3101,44.0,2736.0,0,pink
2491,21596,9546,12050,99.0,7807.0,0,pink
2492,30520,15873,14647,229.0,13427.0,0,pink
2493,22004,11147,10857,136.0,8652.0,0,pink
2494,7912,3934,3978,61.0,2798.0,0,pink
2495,5088,2513,2575,41.0,2189.0,0,pink
2496,16782,8413,8369,94.0,5628.0,0,pink
2497,76440,38733,37707,331.0,29649.0,0,pink
2498,32628,16522,16106,179.0,11774.0,0,pink
2499,52897,26966,25931,279.0,19570.0,0,pink
2500,69344,35057,34287,342.0,25966.0,0,pink
2501,307128,155682,151446,1000.0,116550.0,0,pink
2502,21954,11099,10855,145.0,12151.0,0,pink
2503,14730,7399,7331,98.0,5146.0,0,pink
2504,96287,49006,47281,457.0,36497.0,0,pink
2505,937005,491011,445994,3724.0,293136.0,1,purple
2506,19458,9783,9675,100.0,7304.0,0,pink
2507,13301,6670,6631,72.0,3766.0,0,pink
2508,156734,80684,76050,825.0,59959.0,0,pink
2509,179473,91662,87811,825.0,65285.0,0,pink
2510,61446,31206,30240,291.0,21981.0,0,pink
2511,9573,4271,5302,49.0,4726.0,0,pink
2512,17780,8885,8895,107.0,6797.0,0,pink
2513,19293,9737,9556,85.0,6979.0,0,pink
2514,5704,2822,2882,51.0,2250.0,0,pink
2515,40454,20363,20091,198.0,15763.0,0,pink
2516,127055,65204,61851,562.0,49738.0,0,pink
2517,16649,7463,9186,89.0,6882.0,0,pink
2518,33626,17085,16541,183.0,11818.0,0,pink
2519,26580,13598,12982,150.0,9844.0,0,pink
2520,218648,111627,107021,464.0,75927.0,0,pink
2521,132663,67607,65056,542.0,51407.0,0,pink
2522,57863,22451,35412,257.0,12229.0,0,pink
2523,17818,8716,9102,74.0,5084.0,0,pink
2524,87607,44948,42659,505.0,17031.0,0,pink
2525,24763,12737,12026,97.0,5563.0,0,pink
2526,8789,4463,4326,30.0,2638.0,0,pink
2527,1916,956,960,10.0,706.0,0,pink
2528,48828,24430,24398,240.0,15793.0,0,pink
2529,29565,14881,14684,86.0,7008.0,0,pink
2530,7092,3452,3640,39.0,1788.0,0,pink
2531,21763,10731,11032,80.0,4317.0,0,pink
2532,82577,40563,42014,255.0,27363.0,0,pink
2533,3591,1839,1752,33.0,937.0,0,pink
2534,32691,12780,19911,159.0,10327.0,0,pink
2535,342236,171318,170918,950.0,86441.0,0,pink
2536,1925865,975835,950030,6505.0,696535.0,2,dark purple
2537,11279,5498,5781,35.0,3270.0,0,pink
2538,665,319,346,2.0,126.0,0,pink
2539,18122,9187,8935,75.0,4878.0,0,pink
2540,93858,46583,47275,471.0,24678.0,0,pink
2541,353999,174939,179060,1043.0,117224.0,0,pink
2542,219193,108119,111074,490.0,74935.0,0,pink
2543,9216,4658,4558,34.0,1545.0,0,pink
2544,1546,715,831,8.0,584.0,0,pink
2545,7180,3456,3724,55.0,2112.0,0,pink
2546,37834,19060,18774,239.0,15254.0,0,pink
2547,17863,8886,8977,68.0,6102.0,0,pink
2548,45750,23108,22642,185.0,13615.0,0,pink
2549,41401,20508,20893,186.0,17739.0,0,pink
2550,21807,10745,11062,56.0,7090.0,0,pink
2551,13770,7007,6763,80.0,3501.0,0,pink
2552,421750,216962,204788,2400.0,142297.0,1,purple
2553,12813,6593,6220,78.0,3576.0,0,pink
2554,6032,3212,2820,38.0,1757.0,0,pink
2555,30087,15395,14692,204.0,8923.0,0,pink
2556,7787,3882,3905,48.0,2815.0,0,pink
2557,40292,19915,20377,77.0,12813.0,0,pink
2558,51903,25296,26607,261.0,9814.0,0,pink
2559,7226,2777,4449,35.0,3215.0,0,pink
2560,10387,5192,5195,49.0,2529.0,0,pink
2561,2904,1413,1491,25.0,1048.0,0,pink
2562,3275,1669,1606,21.0,1163.0,0,pink
2563,8391,4171,4220,77.0,2077.0,0,pink
2564,944350,480102,464248,1635.0,275656.0,1,purple
2565,2996,1500,1496,17.0,902.0,0,pink
2566,21022,10484,10538,68.0,4573.0,0,pink
2567,135097,68304,66793,583.0,43207.0,0,pink
2568,13495,6757,6738,82.0,4052.0,0,pink
2569,4233,1431,2802,15.0,1407.0,0,pink
2570,39571,19911,19660,146.0,8542.0,0,pink
2571,75389,37759,37630,234.0,22411.0,0,pink
2572,1623,831,792,9.0,389.0,0,pink
2573,4839,2328,2511,33.0,1744.0,0,pink
2574,3633,1862,1771,22.0,1503.0,0,pink
2575,5861,2940,2921,48.0,2318.0,0,pink
2576,2241,1010,1231,14.0,597.0,0,pink
2577,7243,3448,3795,73.0,2564.0,0,pink
2578,2586552,1311326,1275226,7162.0,694798.0,2,dark purple
2579,12964,5729,7235,101.0,3567.0,0,pink
2580,20435,9858,10577,114.0,7405.0,0,pink
2581,18899,9392,9507,131.0,6331.0,0,pink
2582,5215,2688,2527,28.0,2065.0,0,pink
2583,807047,409907,397140,1461.0,224806.0,1,purple
2584,2216,1073,1143,16.0,539.0,0,pink
2585,10663,5477,5186,53.0,6313.0,0,pink
2586,3387,1753,1634,26.0,1329.0,0,pink
2587,11355,5597,5758,74.0,4470.0,0,pink
2588,18270,9025,9245,120.0,3433.0,0,pink
2589,158342,78093,80249,755.0,43970.0,0,pink
2590,2055,993,1062,12.0,586.0,0,pink
2591,837654,425972,411682,3905.0,255229.0,1,purple
2592,168838,85654,83184,618.0,57991.0,0,pink
2593,41482,21266,20216,132.0,9978.0,0,pink
2594,17299,9110,8189,70.0,4695.0,0,pink
2595,34175,16141,18034,197.0,8220.0,0,pink
2596,25066,12715,12351,118.0,5489.0,0,pink
2597,3883,2004,1879,27.0,754.0,0,pink
2598,5872,2987,2885,51.0,2359.0,0,pink
2599,1408,696,712,12.0,254.0,0,pink
2600,739342,376165,363177,1245.0,245291.0,1,purple
2601,10679,5317,5362,46.0,2676.0,0,pink
2602,19709,9546,10163,87.0,4473.0,0,pink
2603,19394,7814,11580,95.0,6859.0,0,pink
2604,20321,10001,10320,86.0,2397.0,0,pink
2605,327089,165820,161269,911.0,119676.0,0,pink
2606,6288,2218,4070,31.0,1518.0,0,pink
2607,26208,13477,12731,125.0,6318.0,0,pink
2608,1430,643,787,3.0,274.0,0,pink
2609,7531,3797,3734,34.0,1613.0,0,pink
2610,20667,10219,10448,107.0,5406.0,0,pink
2611,22685,10782,11903,138.0,7268.0,0,pink
2612,128560,65823,62737,692.0,31681.0,0,pink
2613,123494,63286,60208,734.0,27099.0,0,pink
2614,27630,12738,14892,129.0,10350.0,0,pink
2615,155137,78287,76850,429.0,45870.0,0,pink
2616,34113,16362,17751,261.0,8443.0,0,pink
2617,3074,1528,1546,25.0,1308.0,0,pink
2618,8269,4199,4070,38.0,2113.0,0,pink
2619,5547,2764,2783,33.0,2359.0,0,pink
2620,3952,2014,1938,21.0,648.0,0,pink
2621,56379,29037,27342,266.0,14605.0,0,pink
2622,4602523,2314228,2288295,11595.0,1272036.0,2,dark purple
2623,66645,34089,32556,254.0,15773.0,0,pink
2624,5767,2356,3411,5.0,1555.0,0,pink
2625,5809,2738,3071,40.0,1131.0,0,pink
2626,204150,102514,101636,571.0,78826.0,0,pink
2627,4061,2096,1965,9.0,1477.0,0,pink
2628,80460,41363,39097,449.0,18435.0,0,pink
2629,849389,433946,415443,4032.0,266997.0,1,purple
2630,35399,17796,17603,205.0,10152.0,0,pink
2631,23162,11734,11428,170.0,9437.0,0,pink
2632,56901,28897,28004,297.0,15021.0,0,pink
2633,36240,18439,17801,197.0,8716.0,0,pink
2634,22955,10523,12432,119.0,5194.0,0,pink
2635,36667,15935,20732,192.0,8193.0,0,pink
2636,4098,2079,2019,18.0,1293.0,0,pink
2637,92152,46873,45279,376.0,19777.0,0,pink
2638,21571,10774,10797,152.0,7651.0,0,pink
2639,1524,688,836,3.0,622.0,0,pink
2640,8842,3855,4987,31.0,1711.0,0,pink
2641,14820,7594,7226,62.0,4008.0,0,pink
2642,35504,18003,17501,206.0,8951.0,0,pink
2643,2234,1120,1114,10.0,293.0,0,pink
2644,255210,124550,130660,880.0,63088.0,0,pink
2645,5282,2732,2550,23.0,3806.0,0,pink
2646,41192,21014,20178,229.0,14281.0,0,pink
2647,163475,81907,81568,784.0,52266.0,0,pink
2648,19891,7384,12507,98.0,6022.0,0,pink
2649,15387,6254,9133,75.0,6601.0,0,pink
2650,118910,60550,58360,564.0,42483.0,0,pink
2651,41982,21567,20415,137.0,9871.0,0,pink
2652,595,309,286,2.0,104.0,0,pink
2653,749,422,327,4.0,223.0,0,pink
2654,51365,26479,24886,204.0,11065.0,0,pink
2655,4408,2254,2154,16.0,965.0,0,pink
2656,228,110,118,0.0,60.0,0,pink
2657,3675,1385,2290,14.0,842.0,0,pink
2658,31425,15373,16052,157.0,9316.0,0,pink
2659,3733,1880,1853,26.0,702.0,0,pink
2660,7409,3001,4408,50.0,2738.0,0,pink
2661,49532,25615,23917,285.0,11994.0,0,pink
2662,13262,6552,6710,130.0,5156.0,0,pink
2663,20640,10453,10187,95.0,6390.0,0,pink
2664,19941,10257,9684,124.0,4949.0,0,pink
2665,16952,8394,8558,68.0,5236.0,0,pink
2666,17098,8496,8602,96.0,4313.0,0,pink
2667,81862,41423,40439,416.0,22381.0,0,pink
2668,23515,11459,12056,138.0,6112.0,0,pink
2669,3469,1629,1840,21.0,813.0,0,pink
2670,12123,5489,6634,43.0,2425.0,0,pink
2671,20640,10502,10138,101.0,5119.0,0,pink
2672,102,44,58,1.0,400.0,0,pink
2673,301454,152823,148631,1408.0,113227.0,0,pink
2674,5808,2831,2977,42.0,1704.0,0,pink
2675,14128,6001,8127,59.0,4401.0,0,pink
2676,10083,5168,4915,63.0,2037.0,0,pink
2677,5614,2680,2934,26.0,1474.0,0,pink
2678,4161,2015,2146,13.0,1104.0,0,pink
2679,36743,18424,18319,185.0,10323.0,0,pink
2680,57970,29234,28736,496.0,24544.0,0,pink
2681,8098,3838,4260,51.0,1965.0,0,pink
2682,248429,127070,121359,978.0,74905.0,0,pink
2683,662,275,387,10.0,187.0,0,pink
2684,49334,23783,25551,215.0,12760.0,0,pink
2685,2123,1006,1117,13.0,677.0,0,pink
2686,164194,81651,82543,526.0,47935.0,0,pink
2687,24664,12321,12343,111.0,6000.0,0,pink
2688,4902,2573,2329,39.0,1653.0,0,pink
2689,8558,3175,5383,52.0,2111.0,0,pink
2690,19409,10006,9403,136.0,5373.0,0,pink
2691,554445,279841,274604,1389.0,171735.0,1,purple
2692,21801,10363,11438,118.0,6355.0,0,pink
2693,12424,6443,5981,75.0,3013.0,0,pink
2694,1156,576,580,13.0,327.0,0,pink
2695,65558,34193,31365,282.0,14885.0,0,pink
2696,48583,24738,23845,240.0,14447.0,0,pink
2697,14057,6824,7233,65.0,1980.0,0,pink
2698,14966,7297,7669,108.0,3539.0,0,pink
2699,360486,182466,178020,1586.0,119838.0,0,pink
2700,10348,5118,5230,52.0,2685.0,0,pink
2701,2090,945,1145,6.0,660.0,0,pink
2702,84047,42417,41630,381.0,17401.0,0,pink
2703,28317,14330,13987,159.0,8024.0,0,pink
2704,23440,11942,11498,149.0,5761.0,0,pink
2705,129802,65354,64448,494.0,40275.0,0,pink
2706,9852,4793,5059,56.0,2694.0,0,pink
2707,15797,6787,9010,72.0,3940.0,0,pink
2708,47837,21959,25878,266.0,9275.0,0,pink
2709,120899,58604,62295,782.0,43250.0,0,pink
2710,7123,3626,3497,42.0,1320.0,0,pink
2711,11473,5605,5868,62.0,2265.0,0,pink
2712,132475,67392,65083,514.0,29926.0,0,pink
2713,3752,1801,1951,19.0,1025.0,0,pink
2714,3389,1963,1426,25.0,1023.0,0,pink
2715,12275,6289,5986,75.0,2787.0,0,pink
2716,15125,6436,8689,78.0,5805.0,0,pink
2717,7236,3650,3586,43.0,2306.0,0,pink
2718,885,484,401,2.0,198.0,0,pink
2719,16890,8594,8296,84.0,5355.0,0,pink
2720,93642,47475,46167,289.0,31644.0,0,pink
2721,10310,5077,5233,75.0,2775.0,0,pink
2722,53595,25216,28379,249.0,12795.0,0,pink
2723,10458,5386,5072,97.0,1697.0,0,pink
2724,8327,4242,4085,50.0,1217.0,0,pink
2725,27819,14101,13718,113.0,6683.0,0,pink
2726,67046,33325,33721,366.0,14533.0,0,pink
2727,5962,2889,3073,39.0,1637.0,0,pink
2728,3061,1519,1542,9.0,679.0,0,pink
2729,17239,7814,9425,108.0,7386.0,0,pink
2730,3311,1541,1770,12.0,1101.0,0,pink
2731,25478,12906,12572,151.0,5386.0,0,pink
2732,3058,1484,1574,16.0,540.0,0,pink
2733,225015,116285,108730,1019.0,56949.0,0,pink
2734,8743,4551,4192,37.0,2232.0,0,pink
2735,63894,32821,31073,392.0,24524.0,0,pink
2736,9372,4564,4808,58.0,2249.0,0,pink
2737,1141,519,622,9.0,341.0,0,pink
2738,1385,655,730,7.0,424.0,0,pink
2739,3865,1749,2116,14.0,994.0,0,pink
2740,7484,3448,4036,34.0,2697.0,0,pink
2741,2019977,1031212,988765,6353.0,684864.0,2,dark purple
2742,136348,69630,66718,772.0,40772.0,0,pink
2743,862,433,429,3.0,164.0,0,pink
2744,12615,6100,6515,88.0,2941.0,0,pink
2745,1567,873,694,10.0,295.0,0,pink
2746,32730,16684,16046,137.0,10251.0,0,pink
2747,117466,59123,58343,484.0,40951.0,0,pink
2748,1203166,595810,607356,1884.0,331765.0,1,purple
2749,14569,7558,7011,79.0,3256.0,0,pink
2750,21496,9758,11738,92.0,5708.0,0,pink
2751,40769,20545,20224,194.0,9097.0,0,pink
2752,3634,1791,1843,19.0,1010.0,0,pink
2753,27009,13926,13083,156.0,11533.0,0,pink
2754,49027,24102,24925,312.0,15866.0,0,pink
2755,54368,27749,26619,304.0,12710.0,0,pink
2756,91970,46971,44999,432.0,23161.0,0,pink
2757,71539,29897,41642,223.0,23849.0,0,pink
2758,49987,25118,24869,115.0,11757.0,0,pink
2759,11586,5722,5864,51.0,3344.0,0,pink
2760,34796,17537,17259,158.0,11020.0,0,pink
2761,272053,139147,132906,1081.0,111458.0,0,pink
2762,41551,21156,20395,228.0,11621.0,0,pink
2763,5482,2638,2844,31.0,1372.0,0,pink
2764,131818,63493,68325,753.0,41169.0,0,pink
2765,12906,6559,6347,91.0,4239.0,0,pink
2766,21754,10073,11681,137.0,8837.0,0,pink
2767,527057,267614,259443,1005.0,170424.0,1,purple
